"LEVEL_3_CO"	"SpecName"
"BOT"	"Eremopterix verticalis"
"CAB"	"Eremopterix verticalis"
"CPP"	"Eremopterix verticalis"
"CPV"	"Eremopterix verticalis"
"NAM"	"Eremopterix verticalis"
"OFS"	"Eremopterix verticalis"
"TVL"	"Eremopterix verticalis"
"ZAI"	"Eremopterix verticalis"
"ZAM"	"Eremopterix verticalis"
"ZIM"	"Eremopterix verticalis"
"MXC"	"Ergaticus ruber"
"MXE"	"Ergaticus ruber"
"MXG"	"Ergaticus ruber"
"MXN"	"Ergaticus ruber"
"MXS"	"Ergaticus ruber"
"GUA"	"Ergaticus versicolor"
"MXT"	"Ergaticus versicolor"
"CLM"	"Eriocnemis alinae"
"ECU"	"Eriocnemis alinae"
"PER"	"Eriocnemis alinae"
"CLM"	"Eriocnemis cupreoventris"
"VEN"	"Eriocnemis cupreoventris"
"CLM"	"Eriocnemis derbyi"
"ECU"	"Eriocnemis derbyi"
"AGW"	"Eriocnemis glaucopoides"
"BOL"	"Eriocnemis glaucopoides"
"ECU"	"Eriocnemis godini"
"CLM"	"Eriocnemis isabellae"
"CLM"	"Eriocnemis luciani"
"ECU"	"Eriocnemis luciani"
"PER"	"Eriocnemis luciani"
"CLM"	"Eriocnemis mirabilis"
"CLM"	"Eriocnemis mosquera"
"ECU"	"Eriocnemis mosquera"
"ECU"	"Eriocnemis nigrivestis"
"CLM"	"Eriocnemis vestita"
"ECU"	"Eriocnemis vestita"
"PER"	"Eriocnemis vestita"
"VEN"	"Eriocnemis vestita"
"JAP"	"Erithacus akahige"
"KUR"	"Erithacus akahige"
"SAK"	"Erithacus akahige"
"JAP"	"Erithacus komadori"
"NNS"	"Erithacus komadori"
"ALB"	"Erithacus rubecula"
"ALG"	"Erithacus rubecula"
"AUT"	"Erithacus rubecula"
"BGM"	"Erithacus rubecula"
"BLR"	"Erithacus rubecula"
"BLT"	"Erithacus rubecula"
"BUL"	"Erithacus rubecula"
"CNY"	"Erithacus rubecula"
"COR"	"Erithacus rubecula"
"CZE"	"Erithacus rubecula"
"DEN"	"Erithacus rubecula"
"FIN"	"Erithacus rubecula"
"FRA"	"Erithacus rubecula"
"GER"	"Erithacus rubecula"
"GRB"	"Erithacus rubecula"
"GRC"	"Erithacus rubecula"
"HUN"	"Erithacus rubecula"
"IRE"	"Erithacus rubecula"
"IRN"	"Erithacus rubecula"
"ITA"	"Erithacus rubecula"
"KAZ"	"Erithacus rubecula"
"KRY"	"Erithacus rubecula"
"MDR"	"Erithacus rubecula"
"MOR"	"Erithacus rubecula"
"NCS"	"Erithacus rubecula"
"NET"	"Erithacus rubecula"
"NOR"	"Erithacus rubecula"
"POL"	"Erithacus rubecula"
"POR"	"Erithacus rubecula"
"ROM"	"Erithacus rubecula"
"RUC"	"Erithacus rubecula"
"RUE"	"Erithacus rubecula"
"RUN"	"Erithacus rubecula"
"RUS"	"Erithacus rubecula"
"RUW"	"Erithacus rubecula"
"SAR"	"Erithacus rubecula"
"SIC"	"Erithacus rubecula"
"SPA"	"Erithacus rubecula"
"SWE"	"Erithacus rubecula"
"SWI"	"Erithacus rubecula"
"TCS"	"Erithacus rubecula"
"TKM"	"Erithacus rubecula"
"TUE"	"Erithacus rubecula"
"TUN"	"Erithacus rubecula"
"TUR"	"Erithacus rubecula"
"UKR"	"Erithacus rubecula"
"WSB"	"Erithacus rubecula"
"YUG"	"Erithacus rubecula"
"ASS"	"Erpornis zantholeuca"
"BAN"	"Erpornis zantholeuca"
"BOR"	"Erpornis zantholeuca"
"CBD"	"Erpornis zantholeuca"
"CHC"	"Erpornis zantholeuca"
"CHH"	"Erpornis zantholeuca"
"CHS"	"Erpornis zantholeuca"
"CHT"	"Erpornis zantholeuca"
"EHM"	"Erpornis zantholeuca"
"IND"	"Erpornis zantholeuca"
"LAO"	"Erpornis zantholeuca"
"MLY"	"Erpornis zantholeuca"
"MYA"	"Erpornis zantholeuca"
"NEP"	"Erpornis zantholeuca"
"TAI"	"Erpornis zantholeuca"
"THA"	"Erpornis zantholeuca"
"VIE"	"Erpornis zantholeuca"
"WHM"	"Erpornis zantholeuca"
"KEN"	"Erythrocercus holochlorus"
"SOM"	"Erythrocercus holochlorus"
"TAN"	"Erythrocercus holochlorus"
"MLW"	"Erythrocercus livingstonei"
"MOZ"	"Erythrocercus livingstonei"
"TAN"	"Erythrocercus livingstonei"
"ZAM"	"Erythrocercus livingstonei"
"ZIM"	"Erythrocercus livingstonei"
"BEN"	"Erythrocercus mccallii"
"CAB"	"Erythrocercus mccallii"
"CAF"	"Erythrocercus mccallii"
"CMN"	"Erythrocercus mccallii"
"CON"	"Erythrocercus mccallii"
"EQG"	"Erythrocercus mccallii"
"GAB"	"Erythrocercus mccallii"
"GHA"	"Erythrocercus mccallii"
"GUI"	"Erythrocercus mccallii"
"IVO"	"Erythrocercus mccallii"
"LBR"	"Erythrocercus mccallii"
"MLI"	"Erythrocercus mccallii"
"NGA"	"Erythrocercus mccallii"
"SIE"	"Erythrocercus mccallii"
"UGA"	"Erythrocercus mccallii"
"ZAI"	"Erythrocercus mccallii"
"NSW"	"Erythrogonys cinctus"
"NTA"	"Erythrogonys cinctus"
"NWG"	"Erythrogonys cinctus"
"QLD"	"Erythrogonys cinctus"
"SOA"	"Erythrogonys cinctus"
"VIC"	"Erythrogonys cinctus"
"WAU"	"Erythrogonys cinctus"
"ANG"	"Erythropygia barbata"
"BUR"	"Erythropygia barbata"
"CPV"	"Erythropygia barbata"
"MLW"	"Erythropygia barbata"
"MOZ"	"Erythropygia barbata"
"TAN"	"Erythropygia barbata"
"ZAI"	"Erythropygia barbata"
"ZAM"	"Erythropygia barbata"
"ZIM"	"Erythropygia barbata"
"CPP"	"Erythropygia coryphaeus"
"LES"	"Erythropygia coryphaeus"
"NAM"	"Erythropygia coryphaeus"
"OFS"	"Erythropygia coryphaeus"
"TVL"	"Erythropygia coryphaeus"
"AFG"	"Erythropygia galactotes"
"ALB"	"Erythropygia galactotes"
"ALG"	"Erythropygia galactotes"
"BKN"	"Erythropygia galactotes"
"BUL"	"Erythropygia galactotes"
"CHA"	"Erythropygia galactotes"
"CMN"	"Erythropygia galactotes"
"EAI"	"Erythropygia galactotes"
"EGY"	"Erythropygia galactotes"
"ERI"	"Erythropygia galactotes"
"ETH"	"Erythropygia galactotes"
"GRC"	"Erythropygia galactotes"
"GST"	"Erythropygia galactotes"
"IRN"	"Erythropygia galactotes"
"IRQ"	"Erythropygia galactotes"
"KAZ"	"Erythropygia galactotes"
"KGZ"	"Erythropygia galactotes"
"KRI"	"Erythropygia galactotes"
"KUW"	"Erythropygia galactotes"
"LBS"	"Erythropygia galactotes"
"LBY"	"Erythropygia galactotes"
"MLI"	"Erythropygia galactotes"
"MOR"	"Erythropygia galactotes"
"MTN"	"Erythropygia galactotes"
"NGA"	"Erythropygia galactotes"
"NGR"	"Erythropygia galactotes"
"OMA"	"Erythropygia galactotes"
"PAK"	"Erythropygia galactotes"
"PAL"	"Erythropygia galactotes"
"POR"	"Erythropygia galactotes"
"SAU"	"Erythropygia galactotes"
"SEN"	"Erythropygia galactotes"
"SIN"	"Erythropygia galactotes"
"SOM"	"Erythropygia galactotes"
"SPA"	"Erythropygia galactotes"
"SUD"	"Erythropygia galactotes"
"TCS"	"Erythropygia galactotes"
"TKM"	"Erythropygia galactotes"
"TUE"	"Erythropygia galactotes"
"TUN"	"Erythropygia galactotes"
"TUR"	"Erythropygia galactotes"
"TZK"	"Erythropygia galactotes"
"UZB"	"Erythropygia galactotes"
"WSA"	"Erythropygia galactotes"
"YUG"	"Erythropygia galactotes"
"ANG"	"Erythropygia hartlaubi"
"BUR"	"Erythropygia hartlaubi"
"CAF"	"Erythropygia hartlaubi"
"CMN"	"Erythropygia hartlaubi"
"CON"	"Erythropygia hartlaubi"
"KEN"	"Erythropygia hartlaubi"
"NGA"	"Erythropygia hartlaubi"
"RWA"	"Erythropygia hartlaubi"
"TAN"	"Erythropygia hartlaubi"
"UGA"	"Erythropygia hartlaubi"
"ZAI"	"Erythropygia hartlaubi"
"ANG"	"Erythropygia leucophrys"
"BOT"	"Erythropygia leucophrys"
"BUR"	"Erythropygia leucophrys"
"CAB"	"Erythropygia leucophrys"
"CAF"	"Erythropygia leucophrys"
"CON"	"Erythropygia leucophrys"
"CPP"	"Erythropygia leucophrys"
"CPV"	"Erythropygia leucophrys"
"ETH"	"Erythropygia leucophrys"
"GAB"	"Erythropygia leucophrys"
"KEN"	"Erythropygia leucophrys"
"MLW"	"Erythropygia leucophrys"
"MOZ"	"Erythropygia leucophrys"
"NAM"	"Erythropygia leucophrys"
"NAT"	"Erythropygia leucophrys"
"OFS"	"Erythropygia leucophrys"
"RWA"	"Erythropygia leucophrys"
"SOM"	"Erythropygia leucophrys"
"SUD"	"Erythropygia leucophrys"
"SWZ"	"Erythropygia leucophrys"
"TAN"	"Erythropygia leucophrys"
"TVL"	"Erythropygia leucophrys"
"UGA"	"Erythropygia leucophrys"
"ZAI"	"Erythropygia leucophrys"
"ZAM"	"Erythropygia leucophrys"
"ZIM"	"Erythropygia leucophrys"
"ANG"	"Erythropygia leucosticta"
"BKN"	"Erythropygia leucosticta"
"CAF"	"Erythropygia leucosticta"
"GHA"	"Erythropygia leucosticta"
"GUI"	"Erythropygia leucosticta"
"IVO"	"Erythropygia leucosticta"
"LBR"	"Erythropygia leucosticta"
"SIE"	"Erythropygia leucosticta"
"UGA"	"Erythropygia leucosticta"
"ZAI"	"Erythropygia leucosticta"
"ANG"	"Erythropygia paena"
"BOT"	"Erythropygia paena"
"CPP"	"Erythropygia paena"
"CPV"	"Erythropygia paena"
"NAM"	"Erythropygia paena"
"OFS"	"Erythropygia paena"
"TVL"	"Erythropygia paena"
"ZAM"	"Erythropygia paena"
"ZIM"	"Erythropygia paena"
"ANG"	"Erythropygia quadrivirgata"
"BOT"	"Erythropygia quadrivirgata"
"CPP"	"Erythropygia quadrivirgata"
"CPV"	"Erythropygia quadrivirgata"
"KEN"	"Erythropygia quadrivirgata"
"MLW"	"Erythropygia quadrivirgata"
"MOZ"	"Erythropygia quadrivirgata"
"NAM"	"Erythropygia quadrivirgata"
"NAT"	"Erythropygia quadrivirgata"
"SOM"	"Erythropygia quadrivirgata"
"SWZ"	"Erythropygia quadrivirgata"
"TAN"	"Erythropygia quadrivirgata"
"TVL"	"Erythropygia quadrivirgata"
"ZAM"	"Erythropygia quadrivirgata"
"ZIM"	"Erythropygia quadrivirgata"
"CPP"	"Erythropygia signata"
"MOZ"	"Erythropygia signata"
"NAT"	"Erythropygia signata"
"SWZ"	"Erythropygia signata"
"TVL"	"Erythropygia signata"
"ZIM"	"Erythropygia signata"
"NWG"	"Erythrotriorchis buergersi"
"NSW"	"Erythrotriorchis radiatus"
"NTA"	"Erythrotriorchis radiatus"
"QLD"	"Erythrotriorchis radiatus"
"WAU"	"Erythrotriorchis radiatus"
"PHI"	"Erythrura coloria"
"SAM"	"Erythrura cyaneovirens"
"NTA"	"Erythrura gouldiae"
"QLD"	"Erythrura gouldiae"
"WAU"	"Erythrura gouldiae"
"BOR"	"Erythrura hyperythra"
"JAW"	"Erythrura hyperythra"
"LSI"	"Erythrura hyperythra"
"MLY"	"Erythrura hyperythra"
"PHI"	"Erythrura hyperythra"
"SCS"	"Erythrura hyperythra"
"SUL"	"Erythrura hyperythra"
"FIJ"	"Erythrura kleinschmidti"
"NWG"	"Erythrura papuana"
"FIJ"	"Erythrura pealii"
"BOR"	"Erythrura prasina"
"CBD"	"Erythrura prasina"
"JAW"	"Erythrura prasina"
"LAO"	"Erythrura prasina"
"LSI"	"Erythrura prasina"
"MLY"	"Erythrura prasina"
"MYA"	"Erythrura prasina"
"SUM"	"Erythrura prasina"
"THA"	"Erythrura prasina"
"NWC"	"Erythrura psittacea"
"VAN"	"Erythrura regia"
"BIS"	"Erythrura trichroa"
"CRL"	"Erythrura trichroa"
"MOL"	"Erythrura trichroa"
"NWC"	"Erythrura trichroa"
"NWG"	"Erythrura trichroa"
"QLD"	"Erythrura trichroa"
"SOL"	"Erythrura trichroa"
"SUL"	"Erythrura trichroa"
"VAN"	"Erythrura trichroa"
"LSI"	"Erythrura tricolor"
"PHI"	"Erythrura viridifacies"
"AND"	"Esacus giganteus"
"BIS"	"Esacus giganteus"
"BOR"	"Esacus giganteus"
"JAW"	"Esacus giganteus"
"LSI"	"Esacus giganteus"
"MLY"	"Esacus giganteus"
"MOL"	"Esacus giganteus"
"MYA"	"Esacus giganteus"
"NCB"	"Esacus giganteus"
"NSW"	"Esacus giganteus"
"NTA"	"Esacus giganteus"
"NWC"	"Esacus giganteus"
"NWG"	"Esacus giganteus"
"PHI"	"Esacus giganteus"
"QLD"	"Esacus giganteus"
"SCZ"	"Esacus giganteus"
"SOL"	"Esacus giganteus"
"SUL"	"Esacus giganteus"
"SUM"	"Esacus giganteus"
"THA"	"Esacus giganteus"
"VAN"	"Esacus giganteus"
"WAU"	"Esacus giganteus"
"ASS"	"Esacus recurvirostris"
"BAN"	"Esacus recurvirostris"
"CBD"	"Esacus recurvirostris"
"CHC"	"Esacus recurvirostris"
"CHH"	"Esacus recurvirostris"
"EHM"	"Esacus recurvirostris"
"IND"	"Esacus recurvirostris"
"IRN"	"Esacus recurvirostris"
"LAO"	"Esacus recurvirostris"
"MYA"	"Esacus recurvirostris"
"NEP"	"Esacus recurvirostris"
"PAK"	"Esacus recurvirostris"
"SRL"	"Esacus recurvirostris"
"THA"	"Esacus recurvirostris"
"VIE"	"Esacus recurvirostris"
"WHM"	"Esacus recurvirostris"
"ANG"	"Estrilda astrild"
"BKN"	"Estrilda astrild"
"BOT"	"Estrilda astrild"
"BUR"	"Estrilda astrild"
"CAB"	"Estrilda astrild"
"CAF"	"Estrilda astrild"
"CMN"	"Estrilda astrild"
"CON"	"Estrilda astrild"
"CPP"	"Estrilda astrild"
"CPV"	"Estrilda astrild"
"EQG"	"Estrilda astrild"
"ETH"	"Estrilda astrild"
"GAB"	"Estrilda astrild"
"GGI"	"Estrilda astrild"
"GHA"	"Estrilda astrild"
"GUI"	"Estrilda astrild"
"IVO"	"Estrilda astrild"
"KEN"	"Estrilda astrild"
"LBR"	"Estrilda astrild"
"LES"	"Estrilda astrild"
"MLI"	"Estrilda astrild"
"MLW"	"Estrilda astrild"
"MOZ"	"Estrilda astrild"
"NAM"	"Estrilda astrild"
"NAT"	"Estrilda astrild"
"NGA"	"Estrilda astrild"
"OFS"	"Estrilda astrild"
"RWA"	"Estrilda astrild"
"SIE"	"Estrilda astrild"
"SOM"	"Estrilda astrild"
"SUD"	"Estrilda astrild"
"SWZ"	"Estrilda astrild"
"TAN"	"Estrilda astrild"
"TVL"	"Estrilda astrild"
"UGA"	"Estrilda astrild"
"ZAI"	"Estrilda astrild"
"ZAM"	"Estrilda astrild"
"ZIM"	"Estrilda astrild"
"ANG"	"Estrilda atricapilla"
"BUR"	"Estrilda atricapilla"
"CAB"	"Estrilda atricapilla"
"CAF"	"Estrilda atricapilla"
"CMN"	"Estrilda atricapilla"
"CON"	"Estrilda atricapilla"
"EQG"	"Estrilda atricapilla"
"GAB"	"Estrilda atricapilla"
"KEN"	"Estrilda atricapilla"
"RWA"	"Estrilda atricapilla"
"UGA"	"Estrilda atricapilla"
"ZAI"	"Estrilda atricapilla"
"BEN"	"Estrilda caerulescens"
"BKN"	"Estrilda caerulescens"
"CAF"	"Estrilda caerulescens"
"CHA"	"Estrilda caerulescens"
"CMN"	"Estrilda caerulescens"
"GAM"	"Estrilda caerulescens"
"GHA"	"Estrilda caerulescens"
"GNB"	"Estrilda caerulescens"
"GUI"	"Estrilda caerulescens"
"IVO"	"Estrilda caerulescens"
"MLI"	"Estrilda caerulescens"
"MTN"	"Estrilda caerulescens"
"NGA"	"Estrilda caerulescens"
"NGR"	"Estrilda caerulescens"
"SEN"	"Estrilda caerulescens"
"TOG"	"Estrilda caerulescens"
"ETH"	"Estrilda charmosyna"
"KEN"	"Estrilda charmosyna"
"SOM"	"Estrilda charmosyna"
"SUD"	"Estrilda charmosyna"
"UGA"	"Estrilda charmosyna"
"ANG"	"Estrilda erythronotos"
"BOT"	"Estrilda erythronotos"
"CPP"	"Estrilda erythronotos"
"CPV"	"Estrilda erythronotos"
"KEN"	"Estrilda erythronotos"
"NAM"	"Estrilda erythronotos"
"OFS"	"Estrilda erythronotos"
"RWA"	"Estrilda erythronotos"
"SUD"	"Estrilda erythronotos"
"TAN"	"Estrilda erythronotos"
"TVL"	"Estrilda erythronotos"
"UGA"	"Estrilda erythronotos"
"ZAM"	"Estrilda erythronotos"
"ZIM"	"Estrilda erythronotos"
"ANG"	"Estrilda melanotis"
"BUR"	"Estrilda melanotis"
"CPP"	"Estrilda melanotis"
"ERI"	"Estrilda melanotis"
"ETH"	"Estrilda melanotis"
"KEN"	"Estrilda melanotis"
"LES"	"Estrilda melanotis"
"MLW"	"Estrilda melanotis"
"MOZ"	"Estrilda melanotis"
"NAT"	"Estrilda melanotis"
"OFS"	"Estrilda melanotis"
"RWA"	"Estrilda melanotis"
"SUD"	"Estrilda melanotis"
"SWZ"	"Estrilda melanotis"
"TAN"	"Estrilda melanotis"
"TVL"	"Estrilda melanotis"
"UGA"	"Estrilda melanotis"
"ZAI"	"Estrilda melanotis"
"ZAM"	"Estrilda melanotis"
"ZIM"	"Estrilda melanotis"
"ANG"	"Estrilda melpoda"
"BEN"	"Estrilda melpoda"
"BKN"	"Estrilda melpoda"
"BUR"	"Estrilda melpoda"
"CAB"	"Estrilda melpoda"
"CAF"	"Estrilda melpoda"
"CHA"	"Estrilda melpoda"
"CMN"	"Estrilda melpoda"
"CON"	"Estrilda melpoda"
"EQG"	"Estrilda melpoda"
"GAB"	"Estrilda melpoda"
"GAM"	"Estrilda melpoda"
"GHA"	"Estrilda melpoda"
"GNB"	"Estrilda melpoda"
"GUI"	"Estrilda melpoda"
"IVO"	"Estrilda melpoda"
"LBR"	"Estrilda melpoda"
"MLI"	"Estrilda melpoda"
"MTN"	"Estrilda melpoda"
"NGA"	"Estrilda melpoda"
"NGR"	"Estrilda melpoda"
"RWA"	"Estrilda melpoda"
"SEN"	"Estrilda melpoda"
"SIE"	"Estrilda melpoda"
"TOG"	"Estrilda melpoda"
"ZAI"	"Estrilda melpoda"
"ZAM"	"Estrilda melpoda"
"ZAI"	"Estrilda nigriloris"
"BEN"	"Estrilda nonnula"
"BUR"	"Estrilda nonnula"
"CAF"	"Estrilda nonnula"
"CMN"	"Estrilda nonnula"
"CON"	"Estrilda nonnula"
"EQG"	"Estrilda nonnula"
"GAB"	"Estrilda nonnula"
"GGI"	"Estrilda nonnula"
"KEN"	"Estrilda nonnula"
"NGA"	"Estrilda nonnula"
"RWA"	"Estrilda nonnula"
"SUD"	"Estrilda nonnula"
"TAN"	"Estrilda nonnula"
"UGA"	"Estrilda nonnula"
"ZAI"	"Estrilda nonnula"
"ANG"	"Estrilda paludicola"
"BUR"	"Estrilda paludicola"
"CAF"	"Estrilda paludicola"
"CON"	"Estrilda paludicola"
"ETH"	"Estrilda paludicola"
"GAB"	"Estrilda paludicola"
"KEN"	"Estrilda paludicola"
"RWA"	"Estrilda paludicola"
"SUD"	"Estrilda paludicola"
"TAN"	"Estrilda paludicola"
"UGA"	"Estrilda paludicola"
"ZAI"	"Estrilda paludicola"
"ZAM"	"Estrilda paludicola"
"ANG"	"Estrilda perreini"
"CAB"	"Estrilda perreini"
"CON"	"Estrilda perreini"
"CPP"	"Estrilda perreini"
"GAB"	"Estrilda perreini"
"MLW"	"Estrilda perreini"
"MOZ"	"Estrilda perreini"
"NAT"	"Estrilda perreini"
"SWZ"	"Estrilda perreini"
"TAN"	"Estrilda perreini"
"TVL"	"Estrilda perreini"
"ZAI"	"Estrilda perreini"
"ZAM"	"Estrilda perreini"
"ZIM"	"Estrilda perreini"
"NGA"	"Estrilda poliopareia"
"BUR"	"Estrilda rhodopyga"
"DJI"	"Estrilda rhodopyga"
"ERI"	"Estrilda rhodopyga"
"ETH"	"Estrilda rhodopyga"
"KEN"	"Estrilda rhodopyga"
"MLW"	"Estrilda rhodopyga"
"MOZ"	"Estrilda rhodopyga"
"RWA"	"Estrilda rhodopyga"
"SOM"	"Estrilda rhodopyga"
"SUD"	"Estrilda rhodopyga"
"TAN"	"Estrilda rhodopyga"
"UGA"	"Estrilda rhodopyga"
"ZAI"	"Estrilda rhodopyga"
"ZAM"	"Estrilda rhodopyga"
"SAU"	"Estrilda rufibarba"
"YEM"	"Estrilda rufibarba"
"ANG"	"Estrilda thomensis"
"NAM"	"Estrilda thomensis"
"BEN"	"Estrilda troglodytes"
"BKN"	"Estrilda troglodytes"
"CAF"	"Estrilda troglodytes"
"CHA"	"Estrilda troglodytes"
"CMN"	"Estrilda troglodytes"
"ERI"	"Estrilda troglodytes"
"ETH"	"Estrilda troglodytes"
"GAM"	"Estrilda troglodytes"
"GHA"	"Estrilda troglodytes"
"GNB"	"Estrilda troglodytes"
"GUI"	"Estrilda troglodytes"
"IVO"	"Estrilda troglodytes"
"KEN"	"Estrilda troglodytes"
"LBR"	"Estrilda troglodytes"
"MLI"	"Estrilda troglodytes"
"MTN"	"Estrilda troglodytes"
"NGA"	"Estrilda troglodytes"
"NGR"	"Estrilda troglodytes"
"SEN"	"Estrilda troglodytes"
"SUD"	"Estrilda troglodytes"
"TOG"	"Estrilda troglodytes"
"UGA"	"Estrilda troglodytes"
"ZAI"	"Estrilda troglodytes"
"CLM"	"Eubucco bourcierii"
"COS"	"Eubucco bourcierii"
"ECU"	"Eubucco bourcierii"
"PAN"	"Eubucco bourcierii"
"PER"	"Eubucco bourcierii"
"VEN"	"Eubucco bourcierii"
"BOL"	"Eubucco richardsoni"
"BZN"	"Eubucco richardsoni"
"CLM"	"Eubucco richardsoni"
"ECU"	"Eubucco richardsoni"
"PER"	"Eubucco richardsoni"
"BOL"	"Eubucco tucinkae"
"BZN"	"Eubucco tucinkae"
"PER"	"Eubucco tucinkae"
"BOL"	"Eubucco versicolor"
"PER"	"Eubucco versicolor"
"BLZ"	"Eucometis penicillata"
"BOL"	"Eucometis penicillata"
"BZC"	"Eucometis penicillata"
"BZE"	"Eucometis penicillata"
"BZL"	"Eucometis penicillata"
"BZN"	"Eucometis penicillata"
"BZS"	"Eucometis penicillata"
"CLM"	"Eucometis penicillata"
"COS"	"Eucometis penicillata"
"ECU"	"Eucometis penicillata"
"FRG"	"Eucometis penicillata"
"GUA"	"Eucometis penicillata"
"GUY"	"Eucometis penicillata"
"HON"	"Eucometis penicillata"
"MXG"	"Eucometis penicillata"
"MXS"	"Eucometis penicillata"
"MXT"	"Eucometis penicillata"
"NIC"	"Eucometis penicillata"
"PAN"	"Eucometis penicillata"
"PAR"	"Eucometis penicillata"
"PER"	"Eucometis penicillata"
"SUR"	"Eucometis penicillata"
"VEN"	"Eucometis penicillata"
"ALA"	"Eudocimus albus"
"BLZ"	"Eudocimus albus"
"CLM"	"Eudocimus albus"
"COS"	"Eudocimus albus"
"CUB"	"Eudocimus albus"
"DOM"	"Eudocimus albus"
"ECU"	"Eudocimus albus"
"FLA"	"Eudocimus albus"
"GEO"	"Eudocimus albus"
"HAI"	"Eudocimus albus"
"HON"	"Eudocimus albus"
"JAM"	"Eudocimus albus"
"LOU"	"Eudocimus albus"
"MSI"	"Eudocimus albus"
"MXE"	"Eudocimus albus"
"MXG"	"Eudocimus albus"
"MXN"	"Eudocimus albus"
"MXS"	"Eudocimus albus"
"MXT"	"Eudocimus albus"
"NCA"	"Eudocimus albus"
"NIC"	"Eudocimus albus"
"PAN"	"Eudocimus albus"
"PER"	"Eudocimus albus"
"SCA"	"Eudocimus albus"
"SWC"	"Eudocimus albus"
"TEX"	"Eudocimus albus"
"TRT"	"Eudocimus albus"
"VEN"	"Eudocimus albus"
"BZE"	"Eudocimus ruber"
"BZL"	"Eudocimus ruber"
"BZN"	"Eudocimus ruber"
"BZS"	"Eudocimus ruber"
"CLM"	"Eudocimus ruber"
"FRG"	"Eudocimus ruber"
"GUY"	"Eudocimus ruber"
"SUR"	"Eudocimus ruber"
"TRT"	"Eudocimus ruber"
"VEN"	"Eudocimus ruber"
"VNA"	"Eudocimus ruber"
"AGE"	"Eudromia elegans"
"AGS"	"Eudromia elegans"
"AGW"	"Eudromia elegans"
"BOL"	"Eudromia elegans"
"CLS"	"Eudromia elegans"
"AGE"	"Eudromia formosa"
"AGW"	"Eudromia formosa"
"PAR"	"Eudromia formosa"
"ALT"	"Eudromias morinellus"
"AMU"	"Eudromias morinellus"
"ASK"	"Eudromias morinellus"
"AUT"	"Eudromias morinellus"
"BRY"	"Eudromias morinellus"
"CHX"	"Eudromias morinellus"
"CTA"	"Eudromias morinellus"
"FIN"	"Eudromias morinellus"
"FRA"	"Eudromias morinellus"
"GRB"	"Eudromias morinellus"
"IRK"	"Eudromias morinellus"
"ITA"	"Eudromias morinellus"
"KAZ"	"Eudromias morinellus"
"KRA"	"Eudromias morinellus"
"MAG"	"Eudromias morinellus"
"MON"	"Eudromias morinellus"
"NOR"	"Eudromias morinellus"
"ROM"	"Eudromias morinellus"
"RUE"	"Eudromias morinellus"
"RUN"	"Eudromias morinellus"
"SPA"	"Eudromias morinellus"
"SWE"	"Eudromias morinellus"
"TVA"	"Eudromias morinellus"
"WSB"	"Eudromias morinellus"
"YAK"	"Eudromias morinellus"
"MOL"	"Eudynamys melanorhynchus"
"SUL"	"Eudynamys melanorhynchus"
"BIS"	"Eudynamys orientalis"
"LSI"	"Eudynamys orientalis"
"MOL"	"Eudynamys orientalis"
"NSW"	"Eudynamys orientalis"
"NTA"	"Eudynamys orientalis"
"QLD"	"Eudynamys orientalis"
"SOL"	"Eudynamys orientalis"
"WAU"	"Eudynamys orientalis"
"ASS"	"Eudynamys scolopaceus"
"BAN"	"Eudynamys scolopaceus"
"BOR"	"Eudynamys scolopaceus"
"CBD"	"Eudynamys scolopaceus"
"CHC"	"Eudynamys scolopaceus"
"CHH"	"Eudynamys scolopaceus"
"CHN"	"Eudynamys scolopaceus"
"CHS"	"Eudynamys scolopaceus"
"CHT"	"Eudynamys scolopaceus"
"EHM"	"Eudynamys scolopaceus"
"IND"	"Eudynamys scolopaceus"
"JAW"	"Eudynamys scolopaceus"
"LAO"	"Eudynamys scolopaceus"
"LDV"	"Eudynamys scolopaceus"
"LSI"	"Eudynamys scolopaceus"
"MDV"	"Eudynamys scolopaceus"
"MLY"	"Eudynamys scolopaceus"
"MOL"	"Eudynamys scolopaceus"
"MYA"	"Eudynamys scolopaceus"
"NEP"	"Eudynamys scolopaceus"
"PAK"	"Eudynamys scolopaceus"
"PHI"	"Eudynamys scolopaceus"
"SCS"	"Eudynamys scolopaceus"
"SOA"	"Eudynamys scolopaceus"
"SRL"	"Eudynamys scolopaceus"
"SUL"	"Eudynamys scolopaceus"
"SUM"	"Eudynamys scolopaceus"
"THA"	"Eudynamys scolopaceus"
"VIE"	"Eudynamys scolopaceus"
"WHM"	"Eudynamys scolopaceus"
"ATP"	"Eudynamys taitensis"
"NZN"	"Eudynamys taitensis"
"NZS"	"Eudynamys taitensis"
"AGS"	"Eudyptes chrysocome"
"CLS"	"Eudyptes chrysocome"
"CRZ"	"Eudyptes chrysocome"
"FAL"	"Eudyptes chrysocome"
"HMD"	"Eudyptes chrysocome"
"KEG"	"Eudyptes chrysocome"
"MPE"	"Eudyptes chrysocome"
"SGE"	"Eudyptes chrysocome"
"TDC"	"Eudyptes chrysocome"
"ANT"	"Eudyptes chrysolophus"
"ATP"	"Eudyptes chrysolophus"
"BOU"	"Eudyptes chrysolophus"
"CLS"	"Eudyptes chrysolophus"
"CRZ"	"Eudyptes chrysolophus"
"FAL"	"Eudyptes chrysolophus"
"HMD"	"Eudyptes chrysolophus"
